hg38.kgXref.geneSymbol	hg38.knownGene.chrom	hg38.knownGene.chrom.num	hg38.knownGene.strand	hg38.knownGene.dir	hg38.knownGene.txStart	hg38.knownGene.txEnd	hg38.knownGene.cdsStart	hg38.knownGene.cdsEnd	hg38.knownGene.exonCount	hg38.knownGene.exonStarts	hg38.knownGene.exonEnds	hg38.knownGene.proteinID	hg38.knownGene.alignID
ARNT	chr1	1	-	0	150810858	150876579	150812020	150876567	22	"150810858,150813171,150814076,150816258,150816787,150817081,150817360,150817919,150823193,150826542,150829092,150829903,150831817,150832333,150834537,150836279,150839440,150842423,150846262,150852761,150858348,150876542,"	"150812110,150813338,150814239,150816400,150816890,150817202,150817433,150818030,150823345,150826617,150829227,150829980,150831903,150832399,150834640,150836493,150839654,150842468,150846307,150852806,150858460,150876579,"	P27540	uc009wmc.3
ARNT2	chr15	15	+	1	80441238	80593893	80450881	80593698	19	"80441238,80450879,80457928,80470217,80475009,80508155,80513910,80514319,80551198,80552639,80555064,80563087,80574147,80574986,80576865,80580410,80581238,80591567,80593599,"	"80441378,80450994,80457976,80470431,80475223,80508258,80513976,80514405,80551275,80552774,80555139,80563239,80574220,80575110,80576965,80580549,80581404,80591704,80593893,"	Q9HBZ2	uc010unm.3
ARNT2	chr15	15	+	1	80441230	80597928	80450881	80593698	20	"80441230,80442836,80450879,80457928,80470217,80475009,80508155,80513910,80514319,80551198,80552639,80555064,80563087,80574147,80574986,80576865,80580410,80581238,80591567,80593599,"	"80441378,80443025,80450994,80457976,80470431,80475223,80508258,80513976,80514405,80551275,80552774,80555139,80563239,80574220,80575110,80576965,80580549,80581404,80591704,80597928,"	Q9HBZ2	uc059mju.1
ARNT2	chr15	15	+	1	80404349	80475580	80404349	80404349	5	"80404349,80450879,80457928,80470217,80475009,"	"80404546,80450994,80457976,80470431,80475580,"		uc002bfq.4
ARNT2	chr15	15	+	1	80551103	80574184	80551103	80551103	5	"80551103,80552639,80555064,80563087,80574147,"	"80551275,80552774,80555139,80563239,80574184,"		uc059mjx.1
ARNT2	chr15	15	+	1	80441239	80552753	80508211	80552753	6	"80441239,80508155,80513910,80514319,80551198,80552639,"	"80441378,80508258,80513976,80514405,80551275,80552753,"	H0YKW1	uc059mjv.1
ARNT2	chr15	15	+	1	80404381	80597933	80404515	80593698	19	"80404381,80450879,80457928,80470217,80475009,80508155,80513910,80514319,80551198,80552639,80555064,80563087,80574147,80574986,80576865,80580410,80581238,80591567,80593599,"	"80404546,80450994,80457976,80470431,80475223,80508258,80513976,80514405,80551275,80552774,80555139,80563239,80574220,80575110,80576965,80580549,80581404,80591704,80597933,"	X5DQN9	uc002bfr.5
ARNT2	chr15	15	+	1	80574065	80581305	80574065	80574065	5	"80574065,80574986,80576865,80580410,80581238,"	"80574220,80575110,80576965,80580549,80581305,"		uc059mjz.1
ARNT2	chr15	15	+	1	80470242	80488735	80470242	80470242	4	"80470242,80475009,80487733,80488565,"	"80470431,80475223,80487874,80488735,"		uc059mjw.1
ASCL1	chr12	12	+	1	102957673	102960513	102958244	102958955	2	"102957673,102959361,"	"102959002,102960513,"	P50553	uc001tjr.6
ATF2	chr2	2	-	0	175072264	175151082	175074608	175130185	12	"175072264,175080659,175093060,175097443,175111567,175117989,175118250,175121443,175130137,175132694,175136411,175151059,"	"175074835,175080765,175093267,175097593,175111654,175118118,175118369,175121540,175130207,175132757,175136486,175151082,"	B8ZZU6	uc061pwq.1
ATF2	chr2	2	-	0	175074504	175168169	175074608	175136443	6	"175074504,175080659,175130137,175136411,175151059,175168049,"	"175074835,175080765,175130207,175136486,175151158,175168169,"	P15336	uc002ujk.5
ATF2	chr2	2	-	0	175072249	175168206	175074608	175130162	13	"175072249,175080659,175093060,175097443,175111567,175113993,175114689,175117989,175118250,175130137,175136411,175151059,175168049,"	"175074835,175080765,175093267,175097593,175111654,175114108,175114868,175118118,175118369,175130207,175136486,175151158,175168206,"	P15336	uc002ujm.4
ATF2	chr2	2	-	0	175074279	175168203	175074608	175130162	14	"175074279,175080659,175093060,175097443,175111567,175113993,175114689,175117989,175118250,175130137,175132694,175136411,175151059,175168049,"	"175074835,175080765,175093267,175097593,175111654,175114108,175114868,175118118,175118369,175130207,175132757,175136486,175151158,175168203,"	P15336	uc061pwr.1
ATF2	chr2	2	-	0	175074391	175130205	175074709	175130205	7	"175074391,175093060,175114817,175117989,175118250,175121443,175130137,"	"175074835,175093267,175114868,175118118,175118369,175121540,175130205,"	H7C2N6	uc061pwt.1
ATF2	chr2	2	-	0	175080262	175093254	175080262	175080262	2	"175080262,175093060,"	"175080765,175093254,"		uc061pxa.1
ATF2	chr2	2	-	0	175074504	175168169	175092613	175136443	17	"175074504,175074999,175080659,175092542,175093060,175097443,175111567,175113993,175114689,175117989,175118250,175121443,175130137,175136411,175147945,175151059,175168049,"	"175074835,175075087,175080765,175092616,175093267,175097593,175111654,175114108,175114868,175118118,175118369,175121540,175130207,175136486,175147980,175151158,175168169,"	E9PBF9	uc061pwy.1
ATF2	chr2	2	-	0	175114242	175168169	175114685	175136443	8	"175114242,175117989,175118250,175121443,175130137,175136411,175151059,175168049,"	"175114868,175118118,175118369,175121540,175130207,175136486,175151158,175168169,"	P15336	uc002ujy.3
ATF2	chr2	2	-	0	175111646	175168168	175118339	175136443	8	"175111646,175113993,175114689,175118250,175130137,175136411,175151059,175168049,"	"175111654,175114108,175114868,175118369,175130207,175136486,175151158,175168168,"	F2Z2K2	uc061pxc.1
ATF2	chr2	2	-	0	175126992	175168382	175126992	175126992	6	"175126992,175127155,175130137,175136411,175151059,175168285,"	"175127058,175127231,175130207,175136486,175151158,175168382,"		uc061pxf.1
ATF2	chr2	2	-	0	175074504	175168169	175097592	175136443	16	"175074504,175074999,175080659,175092542,175093060,175097443,175111567,175114689,175117989,175118250,175121443,175130137,175136411,175147945,175151059,175168049,"	"175074835,175075087,175080765,175092616,175093267,175097593,175111654,175114868,175118118,175118369,175121540,175130207,175136486,175147980,175151158,175168169,"	E9PEK8	uc061pwx.1
ATF2	chr2	2	-	0	175074504	175168169	175118339	175136443	15	"175074504,175080659,175092542,175093060,175097443,175111567,175113993,175114689,175117989,175118250,175130137,175136411,175147945,175151059,175168049,"	"175074835,175080765,175092616,175093267,175097593,175111654,175114108,175114868,175118118,175118369,175130207,175136486,175147980,175151158,175168169,"	F2Z2K2	uc061pwv.1
ATF2	chr2	2	-	0	175074504	175168169	175074608	175136443	15	"175074504,175080659,175093060,175097443,175111567,175113993,175114689,175117989,175118250,175121443,175130137,175136411,175147945,175151059,175168049,"	"175074835,175080765,175093267,175097593,175111654,175114108,175114868,175118118,175118369,175121540,175130207,175136486,175147980,175151158,175168169,"	P15336	uc002ujq.5
ATF2	chr2	2	-	0	175072258	175168203	175074608	175136443	14	"175072258,175080659,175093060,175097443,175111567,175113993,175114689,175117989,175118250,175121443,175130137,175136411,175151059,175168049,"	"175074835,175080765,175093267,175097593,175111654,175114108,175114868,175118118,175118369,175121540,175130207,175136486,175151158,175168203,"	P15336	uc002ujl.5
ATF2	chr2	2	-	0	175072253	175168206	175074608	175130185	14	"175072253,175080659,175093060,175097443,175111567,175113993,175114689,175117989,175118250,175121443,175130137,175147945,175151059,175168049,"	"175074835,175080765,175093267,175097593,175111654,175114108,175114868,175118118,175118369,175121540,175130207,175147980,175151158,175168206,"	P15336	uc010fqu.5
ATF2	chr2	2	-	0	175074504	175168169	175092613	175136443	17	"175074504,175074999,175080659,175092542,175093060,175097443,175111567,175113993,175114689,175117989,175118250,175121443,175130137,175136411,175147945,175151059,175168049,"	"175074867,175075087,175080765,175092616,175093267,175097593,175111654,175114108,175114868,175118118,175118369,175121540,175130207,175136486,175147980,175151158,175168169,"	E9PBF9	uc061pww.1
ATF2	chr2	2	-	0	175074504	175168169	175118339	175136443	14	"175074504,175080659,175092542,175093060,175097443,175111567,175113993,175114689,175117989,175118250,175130137,175136411,175151059,175168049,"	"175074835,175080765,175092616,175093267,175097593,175111654,175114108,175114868,175118118,175118369,175130207,175136486,175151158,175168169,"	F2Z2K2	uc061pwz.1
ATF2	chr2	2	-	0	175126792	175168144	175126792	175126792	6	"175126792,175127155,175130137,175136411,175151059,175168049,"	"175127058,175127231,175130207,175136486,175151158,175168144,"		uc061pxe.1
ATF2	chr2	2	-	0	175113993	175168382	175113993	175130162	8	"175113993,175114689,175117989,175118250,175130137,175136411,175151059,175168285,"	"175114108,175114868,175118118,175118369,175130207,175136486,175151158,175168382,"	C9JCI8	uc061pxd.1
ATF2	chr2	2	-	0	175074473	175168169	175092613	175136443	15	"175074473,175080659,175092542,175093060,175097443,175111567,175113993,175114689,175117989,175118250,175121443,175130137,175136411,175151059,175168049,"	"175074835,175080765,175092616,175093267,175097593,175111654,175114108,175114868,175118118,175118369,175121540,175130207,175136486,175151158,175168169,"	E9PBF9	uc061pwu.1
ATF3	chr1	1	+	1	212615021	212619555	212615021	212619105	4	"212615021,212618126,212619045,212619357,"	"212615261,212618234,212619266,212619555,"	P18847	uc057pgc.1
ATF3	chr1	1	+	1	212608760	212620775	212615021	212619555	4	"212608760,212615017,212618126,212619357,"	"212608930,212615261,212618234,212620775,"	P18847	uc001hjh.5
ATF3	chr1	1	+	1	212615177	212619746	212615192	212619555	3	"212615177,212618126,212619357,"	"212615261,212618234,212619746,"	P18847	uc057pgd.1
ATF3	chr1	1	+	1	212608669	212619247	212608669	212608669	3	"212608669,212615017,212618126,"	"212608930,212615261,212619247,"		uc057pfy.1
ATF3	chr1	1	+	1	212615021	212619266	212615021	212619105	4	"212615021,212615147,212618126,212619045,"	"212615060,212615261,212618234,212619266,"	P18847	uc021piv.2
ATF3	chr1	1	+	1	212608627	212620772	212615192	212619555	5	"212608627,212615017,212615061,212618126,212619357,"	"212608930,212615022,212615261,212618234,212620772,"	P18847	uc057pfx.1
ATF3	chr1	1	+	1	212565333	212619535	212615021	212619535	4	"212565333,212615017,212618126,212619357,"	"212565483,212615261,212618234,212619535,"	Q5VTZ4	uc057pfw.1
ATF3	chr1	1	+	1	212615021	212619555	212615021	212619105	3	"212615021,212618126,212619045,"	"212615261,212618234,212619555,"	P18847	uc057pgb.1
ATF3	chr1	1	+	1	212608914	212619611	212608914	212619555	5	"212608914,212615017,212615151,212618126,212619357,"	"212608930,212615045,212615261,212618234,212619611,"	A0A0A0MRJ2	uc057pfz.1
ATF3	chr1	1	+	1	212565333	212620772	212615021	212619555	4	"212565333,212615017,212618126,212619357,"	"212565483,212615261,212618234,212620772,"	P18847	uc001hjf.4
ATF3	chr1	1	+	1	212613435	212620777	212613435	212613435	2	"212613435,212619366,"	"212614127,212620777,"		uc057pga.1
ATF4	chr22	22	+	1	39519694	39522683	39521445	39522602	4	"39519694,39520177,39521353,39521772,"	"39519801,39520751,39521671,39522683,"	P18848	uc021wpz.2
ATF4	chr22	22	+	1	39520561	39522683	39521445	39522602	3	"39520561,39521353,39521772,"	"39520751,39521671,39522683,"	P18848	uc288obh.2
ATF4	chr22	22	+	1	39520562	39522602	39521445	39522602	3	"39520562,39521353,39521772,"	"39520652,39521671,39522602,"	P18848	uc288zwe.1
ATF4	chr22	22	+	1	39520563	39522602	39521445	39522602	4	"39520563,39521353,39521562,39521772,"	"39520751,39521475,39521671,39522602,"	A0A6Q8PG17	uc288paj.2
ATF4	chr22	22	+	1	39520563	39522683	39521445	39522602	2	"39520563,39521772,"	"39521671,39522683,"	P18848	uc003aya.4
ATF4	chr22	22	+	1	39520575	39522602	39521445	39522602	3	"39520575,39521371,39521772,"	"39520751,39521671,39522602,"	P18848	uc288qde.2
ATF4	chr22	22	+	1	39520575	39522668	39521445	39522602	3	"39520575,39521257,39521772,"	"39520751,39521671,39522668,"	P18848	uc003axz.5
ATF4	chr22	22	+	1	39520577	39522602	39521798	39522602	2	"39520577,39521772,"	"39520751,39522602,"	B4DJD4	uc289avw.1
ATF4	chr22	22	+	1	39520578	39522602	39521445	39522602	3	"39520578,39521431,39521772,"	"39520751,39521671,39522602,"	P18848	uc288noj.2
ATF4	chr22	22	+	1	39520588	39521953	39521445	39521739	2	"39520588,39521353,"	"39520751,39521953,"	A0A7P0Z4J5	uc289bhl.1
ATF4	chr22	22	+	1	39520603	39522602	39521445	39522602	3	"39520603,39521374,39521772,"	"39520751,39521671,39522602,"	P18848	uc288nye.2
ATF6	chr1	1	+	1	161766319	161958997	161766360	161958654	17	"161766319,161778243,161781911,161783989,161791407,161792123,161802051,161819632,161821069,161846448,161851721,161853223,161860206,161863197,161870971,161912295,161958445,"	"161766442,161778320,161781999,161784096,161791537,161792327,161802272,161819818,161821161,161846580,161851835,161853323,161860277,161863312,161871061,161912380,161958997,"	A0A7P0TAH1	uc289cjz.1
ATF6	chr1	1	+	1	161766514	161959658	161781950	161958654	16	"161766514,161778243,161781911,161783989,161791407,161792123,161802051,161819632,161821069,161846448,161851721,161853223,161860206,161863197,161912295,161958445,"	"161766575,161778320,161781999,161784096,161791537,161792327,161802272,161819818,161821161,161846580,161851835,161853323,161860277,161863312,161912380,161959658,"	A0A7P0Z4I7	uc289clw.1
ATF6	chr1	1	+	1	161766341	161959658	161766360	161781951	16	"161766341,161778243,161781911,161783989,161791407,161792123,161802051,161819632,161821069,161846448,161851721,161853223,161860206,161863197,161912295,161958445,"	"161766442,161778316,161781999,161784096,161791537,161792327,161802272,161819818,161821161,161846580,161851835,161853323,161860277,161863312,161912380,161959658,"	A0A7P0TAI7	uc289cmm.1
ATF6	chr1	1	+	1	161766310	161977574	161766360	161958654	17	"161766310,161778243,161781911,161783989,161791407,161792123,161802051,161819632,161821069,161846448,161851721,161853223,161860206,161863197,161912295,161958445,161975925,"	"161766442,161778320,161781999,161784096,161791537,161792327,161802272,161819818,161821161,161846580,161851835,161853323,161860277,161863312,161912380,161958710,161977574,"	P18850	uc289ctl.1
ATF6	chr1	1	+	1	161766310	161936523	161766310	161766310	16	"161766310,161778243,161781911,161783989,161791407,161792123,161802051,161819632,161821069,161846448,161851721,161853223,161860206,161863197,161912295,161936377,"	"161766442,161778320,161781999,161784096,161791537,161792327,161802272,161819818,161821161,161846580,161851835,161853323,161860277,161863312,161912380,161936523,"		uc289cva.1
ATF6	chr1	1	+	1	161766310	161975373	161766360	161958654	17	"161766310,161778243,161781911,161783989,161791407,161792123,161802051,161819632,161821069,161846448,161851721,161853223,161860206,161863197,161912295,161958445,161975185,"	"161766442,161778320,161781999,161784096,161791537,161792327,161802272,161819818,161821161,161846580,161851835,161853323,161860277,161863312,161912380,161958710,161975373,"	P18850	uc289cvw.1
ATF6	chr1	1	+	1	161766341	161959651	161791437	161958654	13	"161766341,161791407,161792123,161802051,161819632,161821069,161846448,161851721,161853223,161860206,161863197,161912295,161958445,"	"161766442,161791537,161792327,161802272,161819818,161821161,161846580,161851835,161853323,161860277,161863312,161912380,161959651,"	A0A7P0T9V3	uc289dac.1
ATF6	chr1	1	+	1	161840074	161860244	161840074	161840074	5	"161840074,161846448,161851721,161853223,161860206,"	"161840468,161846580,161851835,161853323,161860244,"		uc057muc.1
ATF6	chr1	1	+	1	161766319	161964070	161766360	161958654	16	"161766319,161778243,161781911,161783989,161791407,161792123,161802051,161819632,161821069,161846448,161851721,161853223,161860206,161863197,161912295,161958445,"	"161766442,161778320,161781999,161784096,161791537,161792327,161802272,161819818,161821161,161846580,161851835,161853323,161860277,161863312,161912380,161964070,"	P18850	uc001gbs.5
ATF6	chr1	1	+	1	161766320	161888547	161766320	161766320	16	"161766320,161778243,161781911,161783989,161791407,161792123,161802051,161819632,161821069,161846448,161851721,161853223,161860206,161863197,161870971,161887261,"	"161766442,161778320,161781999,161784096,161791537,161792327,161802272,161819818,161821161,161846580,161851835,161853323,161860277,161863312,161871061,161888547,"		uc289alr.1
ATF6	chr1	1	+	1	161766320	161865955	161766360	161864851	15	"161766320,161778243,161781911,161783989,161791407,161792123,161802051,161819632,161821069,161846448,161851721,161853223,161860206,161863197,161864740,"	"161766442,161778320,161781999,161784096,161791537,161792327,161802272,161819818,161821161,161846580,161851835,161853323,161860277,161863312,161865955,"	A0A7P0T9H5	uc289awm.1
ATF6	chr1	1	+	1	161766320	161958854	161766360	161791430	16	"161766320,161778243,161781911,161791407,161792123,161802051,161819632,161821069,161846448,161851721,161853223,161860206,161863200,161870971,161912295,161958445,"	"161766442,161778320,161781999,161791537,161792327,161802272,161819818,161821161,161846580,161851835,161853323,161860277,161863312,161871061,161912380,161958854,"	A0A7P0TAB8	uc289axf.1
ATF6	chr1	1	+	1	161766321	161792288	161781950	161792288	5	"161766321,161781911,161783989,161791407,161792123,"	"161766442,161781999,161784096,161791537,161792288,"	A0A7P0T8Y1	uc289bda.1
ATF6	chr1	1	+	1	161766297	161959632	161766360	161958654	16	"161766297,161778243,161781911,161783989,161791407,161792123,161802051,161819632,161821069,161846448,161851664,161853223,161860206,161863197,161912295,161958445,"	"161766442,161778320,161781999,161784096,161791537,161792327,161802272,161819818,161821161,161846580,161851835,161853323,161860277,161863312,161912380,161959632,"	A0A7P0Z421	uc289bfd.1
ATF6	chr1	1	+	1	161766355	161865955	161766360	161863327	14	"161766355,161778243,161781911,161783989,161791407,161792123,161802051,161819632,161821069,161846448,161851721,161853223,161860206,161863197,"	"161766442,161778320,161781999,161784096,161791537,161792327,161802272,161819818,161821161,161846580,161851835,161853323,161860277,161865955,"	A0A7P0T8R5	uc288zyi.1
ATF6	chr1	1	+	1	161766308	161962101	161766360	161958654	16	"161766308,161778243,161781911,161783989,161791407,161792123,161802051,161819632,161821069,161846448,161851721,161853223,161860206,161863200,161912295,161958445,"	"161766442,161778320,161781999,161784096,161791537,161792327,161802272,161819818,161821161,161846580,161851835,161853323,161860277,161863312,161912380,161962101,"	A0A7P0TAF2	uc288zzc.1
ATF6	chr1	1	+	1	161766319	161959632	161766360	161958654	11	"161766319,161802051,161819632,161821069,161846448,161851721,161853223,161860206,161863197,161912295,161958445,"	"161766442,161802272,161819818,161821161,161846580,161851835,161853323,161860277,161863312,161912380,161959632,"	A0A7P0TB89	uc289aaj.1
ATF6	chr1	1	+	1	161766319	161959658	161766360	161778684	17	"161766319,161778243,161778669,161781911,161783989,161791407,161792123,161802051,161819632,161821069,161846448,161851721,161853223,161860206,161863197,161912295,161958445,"	"161766442,161778320,161778695,161781999,161784096,161791537,161792327,161802272,161819818,161821161,161846580,161851835,161853323,161860277,161863312,161912380,161959658,"	A0A7P0TAD1	uc289bre.1
ATF6	chr1	1	+	1	161766563	161959658	161781950	161958654	16	"161766563,161778243,161781911,161783989,161791407,161792123,161802051,161819632,161821069,161846448,161851721,161853223,161860206,161863197,161912295,161958445,"	"161766806,161778320,161781999,161784096,161791537,161792327,161802272,161819818,161821161,161846580,161851835,161853323,161860277,161863312,161912380,161959658,"	A0A7P0Z4I7	uc289bsm.1
ATF6	chr1	1	+	1	161766319	161959632	161766360	161819805	15	"161766319,161778243,161781911,161783989,161791407,161792123,161819632,161821069,161846448,161851721,161853223,161860206,161863197,161912295,161958445,"	"161766442,161778320,161781999,161784096,161791537,161792327,161819818,161821161,161846580,161851835,161853323,161860277,161863312,161912380,161959632,"	A0A7P0T992	uc289bxp.1
ATF6	chr1	1	+	1	161766320	161887436	161766320	161766320	15	"161766320,161778243,161781911,161783989,161791407,161792123,161802051,161819632,161821069,161846448,161851721,161853223,161860206,161863197,161887261,"	"161766442,161778320,161781999,161784096,161791537,161792327,161802272,161819818,161821161,161846580,161851835,161853323,161860277,161863312,161887436,"		uc289byh.1
ATF7	chr12	12	-	0	53512053	53626382	53517136	53601000	12	"53512053,53523275,53524563,53531743,53532509,53533159,53534501,53537414,53543329,53552540,53600952,53626278,"	"53517354,53523384,53524761,53531896,53532623,53533259,53534659,53537552,53543448,53552637,53601021,53626382,"	P17544	uc001sdz.5
ATF7	chr12	12	-	0	53542886	53625996	53543239	53601000	4	"53542886,53552540,53600952,53625950,"	"53543448,53552637,53601021,53625996,"	P17544	uc001sea.5
ATF7	chr12	12	-	0	53507855	53626370	53517136	53601000	13	"53507855,53517014,53523275,53524563,53531743,53532509,53533159,53534501,53537414,53543296,53552540,53600952,53626278,"	"53508027,53517354,53523384,53524761,53531896,53532623,53533259,53534659,53537552,53543448,53552637,53601021,53626370,"	P17544	uc058osb.1
ATF7	chr12	12	-	0	53534605	53625971	53534605	53601000	6	"53534605,53537414,53543296,53552540,53600952,53625950,"	"53534659,53537552,53543448,53552637,53601021,53625971,"	K7ESA4	uc058osh.1
ATF7	chr12	12	-	0	53534539	53626363	53534539	53537531	5	"53534539,53537414,53543329,53600952,53626278,"	"53534659,53537552,53543448,53601021,53626363,"	K7EKZ7	uc058osf.1
ATF7	chr12	12	-	0	53543090	53543951	53543090	53543090	2	"53543090,53543839,"	"53543448,53543951,"		uc058osi.1
ATF7	chr12	12	-	0	53515780	53523269	53515780	53515780	4	"53515780,53517014,53522607,53523156,"	"53515809,53517354,53522701,53523269,"		uc058osd.1
ATF7	chr12	12	-	0	53600751	53626387	53600751	53600751	2	"53600751,53626278,"	"53601021,53626387,"		uc058osj.1
ATF7	chr12	12	-	0	53513441	53626000	53517136	53601000	12	"53513441,53523275,53524563,53531743,53532509,53533159,53534501,53537414,53543329,53552540,53600952,53625950,"	"53517354,53523384,53524761,53531896,53532623,53533259,53534659,53537552,53543448,53552637,53601021,53626000,"	P17544	uc058osc.1
ATF7	chr12	12	-	0	53534541	53625979	53534541	53537531	5	"53534541,53537414,53543329,53600952,53625950,"	"53534659,53537552,53543448,53601021,53625979,"	F8VWG7	uc058osg.1
ATF7	chr12	12	-	0	53542886	53626410	53543239	53601000	4	"53542886,53552540,53600952,53626278,"	"53543448,53552637,53601021,53626410,"	P17544	uc001seb.5
ATF7	chr12	12	-	0	53516648	53524976	53516648	53516648	4	"53516648,53523275,53524563,53524864,"	"53517354,53523384,53524761,53524976,"		uc058ose.1
ATOH1	chr4	4	+	1	93828752	93830964	93828926	93829991	1	"93828752,"	"93830964,"	Q92858	uc003hta.4
ATOH7	chr10	10	-	0	68230594	68232113	68231218	68231677	1	"68230594,"	"68232113,"	Q8N100	uc001jnq.5
BACH1	chr21	21	+	1	29194070	29321355	29321280	29321355	2	"29194070,29321220,"	"29194260,29321355,"	F8VZL7	uc061zla.1
